Year,Qshort,Department,Course.Title,Faculty Member,Indicators,Questions,Q#,R_1,R_2,R_3,R_4,R_5,R_6,R_7,R_8,R_9,R_10,R_11,R_12,R_13,R_14,R_15,R_16,R_17,R_18,R_19,R_20,R_21,R_22,R_23,R_24,R_25,R_26,R_27,R_28,R_29,R_30,R_31,R_32,R_33,R_34,R_35,R_36,R_37,R_38,R_39,R_40,R_41,R_42,R_43,R_44,R_45,R_46,R_47,R_48,R_49,R_50,R_51,R_52,R_53,R_54,R_55,R_56,R_57,R_58,R_59,R_60,R_61,R_62,R_63,R_64,R_65,R_66,R_67,R_68,R_69,R_70,R_71,R_72,R_73,R_74,R_75,R_76,R_77,R_78,R_79,R_80,R_81,R_82,R_83,R_84,R_85,R_86,R_87,R_88,R_89,R_90,R_91,R_92,R_93,R_94,R_95,R_96,R_97,R_98,R_99,R_100
2017,RES03,LLB,Fundamentals of Economics,Nadeem Jahangir,Resources,The provision of learning resources in the library was adequate and appropriate ,13,5,NA,NA,NA,NA,5,1,5,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,5,NA,5,NA,NA,2,NA,3,2,4,NA,NA,5,NA,4,4,NA,NA,4,4,NA,NA,3,1,NA,NA,3,4,NA,5,NA,4,NA,NA,5,4,2,NA,4,NA,NA,NA,NA,NA,4,4,NA,NA,5,1,NA,5,1,4,1,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,RES04,LLB,Fundamentals of Economics,Nadeem Jahangir,Resources,The provision of learning resources on the Web was adequate and appropriate ( if relevant),14,5,NA,NA,NA,NA,5,4,4,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,NA,NA,NA,5,5,NA,5,NA,NA,1,NA,5,2,3,NA,NA,4,NA,4,4,NA,NA,4,4,NA,NA,5,1,NA,NA,5,4,NA,5,NA,4,NA,NA,5,4,5,NA,4,NA,NA,NA,NA,NA,4,4,NA,NA,5,4,NA,5,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,QD01,LLB,Fundamentals of Economics,Nadeem Jahangir,Quality.of.Delivery,The Course stimulated my interest and thought on the subject area,15,5,NA,NA,NA,NA,5,2,5,NA,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,NA,NA,NA,5,5,NA,5,NA,NA,4,NA,5,2,5,NA,NA,5,NA,5,4,NA,NA,4,4,NA,NA,4,5,NA,NA,4,4,NA,5,NA,4,4,NA,5,5,5,NA,4,NA,NA,NA,NA,NA,4,4,NA,NA,5,3,NA,4,4,4,4,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,QD02,LLB,Fundamentals of Economics,Nadeem Jahangir,Quality.of.Delivery,The pace of the Course was appropriate,16,5,NA,NA,NA,NA,5,4,5,NA,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,NA,NA,NA,5,5,NA,5,NA,NA,4,NA,5,4,5,NA,NA,5,NA,5,4,NA,NA,4,4,NA,NA,4,5,NA,NA,4,4,NA,5,NA,4,NA,NA,5,5,5,NA,4,NA,NA,NA,NA,NA,4,4,NA,NA,5,4,NA,5,4,4,4,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,QD03,LLB,Fundamentals of Economics,Nadeem Jahangir,Quality.of.Delivery,Ideas and concepts were presented clearly,17,5,NA,NA,NA,NA,5,3,5,NA,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,5,5,NA,4,NA,NA,4,NA,5,4,5,NA,NA,5,NA,5,4,NA,NA,4,4,NA,NA,5,5,NA,NA,5,4,NA,5,NA,4,5,NA,5,5,5,NA,4,NA,NA,NA,NA,NA,4,4,NA,NA,5,4,NA,5,4,4,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,ASSE01,LLB,Fundamentals of Economics,Nadeem Jahangir,Assessment,The method of assessment were reasonable ,18,5,NA,NA,NA,NA,5,4,5,NA,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,4,5,NA,5,NA,NA,4,NA,5,4,4,NA,NA,5,NA,4,5,NA,NA,4,3,NA,NA,5,5,NA,NA,5,3,NA,5,NA,5,4,NA,5,5,5,NA,4,NA,NA,NA,NA,NA,4,4,NA,NA,5,4,NA,5,4,5,4,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,ASSE02,LLB,Fundamentals of Economics,Nadeem Jahangir,Assessment,Feedback on assessment was timely,19,5,NA,NA,NA,NA,4,4,5,NA,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,4,4,NA,4,NA,NA,4,NA,5,4,4,NA,NA,5,NA,4,5,NA,NA,4,3,NA,NA,4,5,NA,NA,5,3,NA,4,NA,5,4,NA,4,5,5,NA,4,NA,NA,NA,NA,NA,4,4,NA,NA,5,4,NA,4,4,5,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,ASSE03,LLB,Fundamentals of Economics,Nadeem Jahangir,Assessment,Feedback on assessment was helpful,20,5,NA,NA,NA,NA,5,2,5,NA,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,NA,NA,NA,NA,4,5,NA,5,NA,NA,4,NA,5,4,4,NA,NA,5,NA,4,5,NA,NA,4,4,NA,NA,5,5,NA,NA,5,3,NA,5,NA,5,5,NA,5,5,5,NA,4,NA,NA,NA,NA,NA,4,4,NA,NA,5,4,NA,5,4,5,4,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,FACEV01,LLB,Fundamentals of Economics,Nadeem Jahangir,Faculty.Eval,I understood the lectures,21,5,NA,NA,NA,NA,5,NA,5,NA,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,NA,NA,NA,4,5,NA,5,NA,NA,4,NA,5,4,5,NA,NA,5,NA,4,4,NA,NA,5,3,NA,NA,5,5,NA,NA,5,4,NA,NA,NA,4,4,NA,5,5,5,NA,4,NA,NA,NA,NA,NA,4,4,NA,NA,5,3,NA,5,3,5,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,FACEV02,LLB,Fundamentals of Economics,Nadeem Jahangir,Faculty.Eval,The material was well organized and presented,22,5,NA,NA,NA,NA,5,2,5,NA,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,NA,NA,NA,4,5,NA,4,NA,NA,4,NA,5,NA,5,NA,NA,5,NA,4,4,NA,NA,5,4,NA,NA,5,5,NA,NA,4,4,NA,NA,NA,4,4,NA,5,5,5,NA,4,NA,NA,NA,NA,NA,4,4,NA,NA,5,4,NA,5,4,4,4,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,FACEV03,LLB,Fundamentals of Economics,Nadeem Jahangir,Faculty.Eval,The Teacher was responsive to student needs and problems,23,5,NA,NA,NA,NA,5,4,5,NA,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,NA,NA,NA,5,5,NA,2,NA,NA,4,NA,5,4,5,NA,NA,4,NA,4,4,NA,NA,5,4,NA,NA,4,5,NA,NA,5,4,NA,NA,NA,4,4,NA,5,5,5,NA,4,NA,NA,NA,NA,NA,3,5,NA,NA,5,2,NA,5,2,4,1,3,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,FACEV04,LLB,Fundamentals of Economics,Nadeem Jahangir,Faculty.Eval,Had the Teacher been regular throughout the course?,24,5,NA,NA,NA,NA,5,4,5,NA,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,5,NA,5,NA,NA,4,NA,5,3,5,NA,NA,4,NA,4,4,NA,NA,5,4,NA,NA,5,5,NA,NA,5,4,NA,NA,NA,4,4,NA,4,5,5,NA,4,NA,NA,NA,NA,NA,3,5,NA,NA,5,4,NA,5,4,4,4,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,FACEV05,LLB,Fundamentals of Economics,Nadeem Jahangir,Faculty.Eval,The Teacher provides the Lecture schedule on the very first lecture,25,5,NA,NA,NA,NA,5,4,4,NA,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,5,5,NA,4,NA,NA,4,NA,5,4,5,NA,NA,5,NA,4,4,NA,NA,3,4,NA,NA,4,5,NA,NA,4,4,NA,NA,NA,4,4,NA,5,5,5,NA,4,NA,NA,NA,NA,NA,4,5,NA,NA,5,4,NA,5,4,4,5,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,FACEV06,LLB,Fundamentals of Economics,Nadeem Jahangir,Faculty.Eval,The Teacher provides the Lecture outlines before delivering the lecture,26,5,NA,NA,NA,NA,5,4,4,NA,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,NA,NA,NA,NA,NA,4,NA,4,NA,NA,4,NA,5,3,5,NA,NA,5,NA,4,4,NA,NA,3,4,NA,NA,3,5,NA,NA,5,4,NA,NA,NA,4,4,NA,4,5,5,NA,4,NA,NA,NA,NA,NA,3,5,NA,NA,5,3,NA,4,3,4,4,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,FACEV07,LLB,Fundamentals of Economics,Nadeem Jahangir,Faculty.Eval,The Teacher is prepared for each class,27,5,NA,NA,NA,NA,5,4,5,NA,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,NA,NA,NA,5,4,NA,5,NA,NA,4,NA,5,5,5,NA,NA,5,NA,4,5,NA,NA,4,4,NA,NA,4,5,NA,NA,5,4,NA,NA,NA,4,4,NA,5,5,5,NA,4,NA,NA,NA,NA,NA,4,5,NA,NA,5,4,NA,5,5,4,4,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,FACEV08,LLB,Fundamentals of Economics,Nadeem Jahangir,Faculty.Eval,The Teacher demonstrates knowledge of the subject,28,5,NA,NA,NA,NA,5,4,5,NA,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,NA,NA,NA,5,4,NA,5,NA,NA,4,NA,5,4,5,NA,NA,5,NA,4,5,NA,NA,4,4,NA,NA,5,5,NA,NA,5,4,NA,NA,NA,4,4,NA,5,5,5,NA,4,NA,NA,NA,NA,NA,4,5,NA,NA,5,4,NA,4,5,4,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,FACEV09,LLB,Fundamentals of Economics,Nadeem Jahangir,Faculty.Eval,The Teacher has completed the whole course,29,5,NA,NA,NA,NA,5,3,5,NA,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,NA,NA,NA,5,4,NA,4,NA,NA,4,NA,3,4,4,NA,NA,4,NA,4,5,NA,NA,4,4,NA,NA,4,5,NA,NA,4,4,NA,NA,NA,4,4,NA,5,5,5,NA,4,NA,NA,NA,NA,NA,3,4,NA,NA,5,4,NA,5,5,4,5,3,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,FACEV10,LLB,Fundamentals of Economics,Nadeem Jahangir,Faculty.Eval,The Teacher provides additional material apart from the textbook,30,5,NA,NA,NA,NA,5,1,5,NA,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,NA,NA,NA,5,4,NA,4,NA,NA,4,NA,3,NA,4,NA,NA,4,NA,4,5,NA,NA,4,4,NA,NA,3,5,NA,NA,5,4,NA,NA,NA,4,4,NA,5,4,5,NA,4,NA,NA,NA,NA,NA,4,4,NA,NA,5,4,NA,5,5,4,4,4,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,FACEV11,LLB,Fundamentals of Economics,Nadeem Jahangir,Faculty.Eval,The Teacher gives citations regarding current situations with reference to Pakistani context.,31,5,NA,NA,NA,NA,5,2,5,NA,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,5,4,NA,5,NA,NA,4,NA,5,1,4,NA,NA,4,NA,4,5,NA,NA,4,4,NA,NA,4,5,NA,NA,4,4,NA,NA,NA,4,4,NA,5,2,5,NA,4,NA,NA,NA,NA,NA,4,4,NA,NA,5,3,NA,4,3,4,4,4,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,FACEV12,LLB,Fundamentals of Economics,Nadeem Jahangir,Faculty.Eval,The Teacher communicates the subject matter effectively,32,5,NA,NA,NA,NA,5,4,5,NA,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,NA,NA,NA,5,5,NA,4,NA,NA,4,NA,5,3,5,NA,NA,3,NA,4,5,NA,NA,5,4,NA,NA,4,5,NA,NA,4,4,NA,NA,NA,4,4,NA,5,5,5,NA,4,NA,NA,NA,NA,NA,3,4,NA,NA,5,3,NA,5,3,4,4,3,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,FACEV13,LLB,Fundamentals of Economics,Nadeem Jahangir,Faculty.Eval,The Teacher shows respect towards students and encourages class participation,33,5,NA,NA,NA,NA,5,4,5,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,5,5,NA,5,NA,NA,4,NA,5,3,5,NA,NA,5,NA,4,5,NA,NA,5,4,NA,NA,4,5,NA,NA,5,4,NA,NA,NA,4,4,NA,5,5,5,NA,4,NA,NA,NA,NA,NA,4,5,NA,NA,5,3,NA,4,3,4,4,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,FACEV14,LLB,Fundamentals of Economics,Nadeem Jahangir,Faculty.Eval,The Teacher maintains an environment that is conducive to learning,34,5,NA,NA,NA,NA,5,4,5,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,NA,NA,NA,NA,5,5,NA,5,NA,NA,4,NA,5,4,3,NA,NA,5,NA,4,5,NA,NA,2,4,NA,NA,4,5,NA,NA,4,4,NA,NA,NA,4,4,NA,5,5,5,NA,4,NA,NA,NA,NA,NA,4,3,NA,NA,5,4,NA,5,4,4,4,4,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,FACEV15,LLB,Fundamentals of Economics,Nadeem Jahangir,Faculty.Eval,The Teacher arrives on time ,35,5,NA,NA,NA,NA,5,4,5,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,NA,NA,NA,5,5,NA,4,NA,NA,4,NA,5,4,5,NA,NA,5,NA,4,4,NA,NA,5,4,NA,NA,4,4,NA,NA,5,4,NA,NA,NA,4,4,NA,5,5,5,NA,4,NA,NA,NA,NA,NA,4,NA,NA,NA,5,4,NA,4,5,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,FACEV16,LLB,Fundamentals of Economics,Nadeem Jahangir,Faculty.Eval,The Teacher leaves on time,36,5,NA,NA,NA,NA,5,4,4,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,NA,NA,NA,5,5,NA,4,NA,NA,4,NA,5,4,5,NA,NA,5,NA,4,3,NA,NA,5,4,NA,NA,4,5,NA,NA,5,4,NA,NA,NA,4,4,NA,5,5,5,NA,4,NA,NA,NA,NA,NA,4,5,NA,NA,5,4,NA,5,5,4,4,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,FACEV17,LLB,Fundamentals of Economics,Nadeem Jahangir,Faculty.Eval,The Teacher is fair in examination,37,5,NA,NA,NA,NA,5,4,5,NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,NA,NA,NA,5,5,NA,2,NA,NA,4,NA,5,4,5,NA,NA,5,NA,4,3,NA,NA,5,4,NA,NA,5,NA,NA,NA,5,4,NA,NA,NA,4,4,NA,5,5,5,NA,4,NA,NA,NA,NA,NA,4,4,NA,NA,5,4,NA,4,5,4,5,2,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,FACEV18,LLB,Fundamentals of Economics,Nadeem Jahangir,Faculty.Eval,The Teacher returns the graded scripts etc. in  a reasonable amount of time,38,5,NA,NA,NA,NA,5,4,4,NA,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,NA,NA,NA,5,5,NA,4,NA,NA,4,NA,5,3,5,NA,NA,5,NA,4,3,NA,NA,5,4,NA,NA,5,NA,NA,NA,5,4,NA,NA,NA,4,4,NA,5,5,5,NA,4,NA,NA,NA,NA,NA,4,4,NA,NA,5,4,NA,5,5,4,4,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,FACEV19,LLB,Fundamentals of Economics,Nadeem Jahangir,Faculty.Eval,The Teacher was available during the specified office hours and for after class consultations,39,5,NA,NA,NA,NA,5,2,5,NA,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,NA,NA,NA,5,4,NA,5,NA,NA,4,NA,5,4,5,NA,NA,5,NA,4,3,NA,NA,4,4,NA,NA,5,5,NA,NA,5,4,NA,NA,NA,4,4,NA,5,5,5,NA,4,NA,NA,NA,NA,NA,4,4,NA,NA,5,4,NA,4,5,4,1,3,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,TUT01,LLB,Fundamentals of Economics,Nadeem Jahangir,Tutorial,The material in the tutorials was useful,40,5,NA,NA,NA,NA,5,2,5,NA,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,5,5,NA,5,NA,NA,4,NA,5,3,5,NA,NA,4,NA,5,NA,NA,NA,4,4,NA,NA,4,5,NA,NA,4,3,NA,NA,NA,5,5,NA,5,5,5,NA,4,NA,NA,NA,NA,NA,3,4,NA,NA,NA,4,NA,4,4,4,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,TUT02,LLB,Fundamentals of Economics,Nadeem Jahangir,Tutorial,I was happy with the amount of work needed for tutorials,41,5,NA,NA,NA,NA,5,5,5,NA,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,5,NA,4,NA,NA,4,NA,4,4,5,NA,NA,5,NA,4,2,NA,NA,4,4,NA,NA,5,4,NA,NA,5,4,NA,NA,NA,5,5,NA,4,5,5,NA,4,NA,NA,NA,NA,NA,4,4,NA,NA,NA,4,NA,4,4,4,4,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,TUT03,LLB,Fundamentals of Economics,Nadeem Jahangir,Tutorial,The Teacher dealt effectively with my problems,42,5,NA,NA,NA,NA,5,4,5,NA,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,5,4,NA,5,NA,NA,4,NA,4,2,5,NA,NA,4,NA,5,2,NA,NA,4,4,NA,NA,4,4,NA,NA,5,4,NA,NA,NA,5,5,NA,5,5,5,NA,4,NA,NA,NA,NA,NA,4,4,NA,NA,NA,4,NA,4,4,4,4,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,PRAC01,LLB,Fundamentals of Economics,Nadeem Jahangir,Practical,The material in the practical was useful,43,5,NA,NA,NA,NA,5,NA,4,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,5,NA,NA,5,NA,NA,4,NA,NA,3,5,NA,NA,5,NA,4,2,NA,NA,4,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,NA,4,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,5,NA,4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,PRAC02,LLB,Fundamentals of Economics,Nadeem Jahangir,Practical,The Teacher dealt effectively with my problems during practicals.,44,5,NA,NA,NA,NA,5,NA,4,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,5,NA,NA,4,NA,NA,4,NA,NA,2,4,NA,NA,5,NA,4,2,NA,NA,4,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,NA,4,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,5,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,FPT,LLB,Fundamentals of Economics,Nadeem Jahangir,Full.Part.Time,Full.Part.Time,45,5,NA,NA,NA,NA,5,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,4,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,5,NA,5,NA,4,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,GEND,LLB,Fundamentals of Economics,Nadeem Jahangir,Gender,Gender,46,5,NA,NA,NA,NA,5,NA,5,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5,NA,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,AGEGRP,LLB,Fundamentals of Economics,Nadeem Jahangir,Age.Grp,Age.Grp,47,4,NA,NA,NA,NA,5,NA,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,5,NA,NA,NA,NA,NA,5,NA,NA,NA,4,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,4,NA,4,NA,5,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4,NA,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,CCO01,LLB,Jurisprudence,Mahreen Memon,Course-Content&Organization,The course objectives were clear,1,5,5,5,5,5,4,5,5,5,4,4,5,NA,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,3,4,5,4,5,4,5,4,5,5,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,CCO02,LLB,Jurisprudence,Mahreen Memon,Course-Content&Organization,The Course workload was manageable,2,5,5,5,5,5,4,5,5,5,4,4,5,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,NA,4,5,4,5,4,5,4,5,NA,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,CCO03,LLB,Jurisprudence,Mahreen Memon,Course-Content&Organization,"The Course was well organized (e.g. timely access to materials, notification of changes, etc.)",3,5,5,5,5,4,1,5,5,5,4,4,5,4,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,4,5,5,4,5,3,5,5,5,NA,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,STC01,LLB,Jurisprudence,Mahreen Memon,Stud.Contribution,Approximate level of your own attendance during the whole Course ,4,2,1,4,NA,2,1,1,1,1,2,1,2,NA,1,1,2,2,1,NA,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,5,NA,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,STC02,LLB,Jurisprudence,Mahreen Memon,Stud.Contribution,I participated actively in the Course,5,5,5,5,5,5,4,5,5,5,4,1,NA,NA,5,5,5,NA,5,5,5,4,5,5,5,4,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,4,5,4,5,4,5,5,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,STC03,LLB,Jurisprudence,Mahreen Memon,Stud.Contribution,I think I have made progress in this Course,6,5,5,5,5,5,2,4,5,5,4,1,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,5,5,5,4,5,5,NA,5,3,5,4,5,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,ENV01,LLB,Jurisprudence,Mahreen Memon,Environment,"I think the Course was well structured to achieve the learning outcomes (there was a good balance of lectures, tutorials, practical etc.)",7,5,5,5,5,5,1,5,5,5,4,1,5,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,NA,2,5,4,5,2,5,5,5,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
